1	247
2	74
3	74
4	74
5	378
6	378
7	157
8	157
9	1423
10	1423
11	1256
12	1256
13	15
14	15
15	6
16	6
17	0
18	0
19	171
20	171
21	67
22	67
23	1846
24	1846
25	18
26	18
27	3019
28	3019
29	572
30	572
31	1738
32	1738
33	1891
34	1891
35	4604
36	4604
37	19
38	19
39	11
40	11
41	0
42	0
43	1115
44	1115
45	15729
46	15729
47	421
48	421
49	338
50	338
51	305
52	305
53	680
54	680
55	1912
56	1912
57	303
58	303
59	39
60	39
61	508
62	508
63	13
64	2819
65	46
66	13
67	140
68	652
69	944
70	960
71	1017
72	5891
73	88
74	786
75	1381
76	372
77	306
78	418
79	2795
80	423
81	368
82	527
83	21592
84	65
85	108
86	247
87	1123
88	31
89	193
90	783
91	412
92	19
93	5564
94	461
95	389
96	348
97	302
98	0
99	1026
100	481
101	513
102	360
103	410
104	410
105	472
106	481
107	333
108	0
109	19
110	242
111	391
112	354
113	617
114	193
115	452
116	452
117	817
118	273
119	602
120	20
121	915
122	7
123	352
124	449
125	814
126	646
127	243
128	322
129	1115
130	1035
131	353
132	288
133	185
134	359
135	308
136	788
137	7515
138	367
139	307
140	155
141	543
142	515
143	663
144	155
145	16
146	326
147	700
148	320
149	31
150	656
151	290
152	230
153	26
154	384
155	122
156	20
157	29
158	814
159	352
160	22
161	305
162	212
163	75291
164	319
165	440
166	684
167	526
168	516
169	20
170	254
171	20
172	102
173	3139
174	3813
175	290
176	620
177	127
178	606
179	343
180	689
181	788
182	0
183	714
184	814
185	374
186	528
187	2121
188	177
189	117
190	468
191	50
192	338
193	301
194	40
195	514
196	47
197	32
198	52
199	432
200	430
201	162
202	162
203	162
204	162
205	162
206	221
207	1506
208	453
209	396
210	609
211	516
212	392
213	56
214	285
215	102
216	507
217	161
218	309
219	836
220	432
221	404
222	51
223	5
224	903
225	220
226	345
227	252
228	820
229	586
230	184
231	276
232	2246
233	188
234	166
235	158
236	1183
237	303
238	165
239	163
240	401
241	1943
242	7417
243	344
244	401
245	483
246	268
247	1529
248	10
249	878
250	284
251	185
252	73
253	202
254	766
255	532
256	288
257	649
258	136
259	11
260	8
261	450
262	1509
263	1652
264	3695
265	466
266	724
267	607
268	14
269	446
270	129
271	75
272	317
273	303
274	1529
275	1411
276	154
277	47
278	427
279	26
280	468
281	870
282	129
283	183
284	875
285	1579
286	598
287	64
288	2012
289	201
290	18
291	93
292	74
293	6
294	10
295	5
296	153
297	361
298	686
299	3536
300	160
301	52
302	1356
303	488
304	642
305	613
306	686
307	301
308	224
309	518
310	287
311	771
312	193
313	432
314	162
315	985
316	116
317	432
318	2929
319	160
320	1275
321	1202
322	454
323	576
324	1574
325	403
326	192
327	329
328	78
329	308
330	1183
331	636
332	796
333	262
334	671
335	262
336	362
337	401
338	355
339	484
340	164
341	3471
342	204
343	136
344	1697
345	5408
346	184
347	49
348	51
349	78
350	4930
351	298
352	667
353	37
354	362
355	25
356	1443
357	722
358	852
359	1262
360	441
361	213
362	527
363	116
364	375
365	421
366	228
367	215
368	370
369	239
370	625
371	715
372	846
373	1657
374	1126
375	195
376	441
377	216
378	284
379	7472
380	219
381	0
382	213
383	211
384	254
385	241
386	267
387	216
388	903
389	165
390	234
391	231
392	210
393	212
394	513
395	213
396	222
397	213
398	216
399	614
400	221
401	10
402	719
403	371
404	147
405	263
406	823
407	528
408	285
409	481
410	299
411	0
412	0
413	0
414	364
415	386
416	413
417	255
418	167
419	1306
420	265
421	294
422	534
423	4930
424	4723
425	414
426	268
427	632
428	6
429	1793
430	1793
431	192
432	555
433	4888
434	7874
435	221
436	508
437	3536
438	160
439	2622
440	434
441	273
442	1122
443	1162
444	407
445	1122
446	82
447	15
448	325
449	5408
450	146
451	989
452	8
453	11
454	61
455	63
456	65
457	67
458	63
459	722
460	1534
461	153
462	869
463	117
464	161
465	267
466	3818
467	10
468	2510
469	370
470	227
471	163
472	1515
473	1636
474	27
475	902
476	227
477	161
478	342
479	1635
480	133
481	5
482	5
483	7
484	117
485	6
486	6
487	6
488	133
489	343
490	4
491	1613
492	1587
493	138
494	387
495	1526
496	452
497	785
498	299
499	1508
500	152
501	23
502	981
503	413
504	369
505	647
506	729
507	44
508	8531
509	742
510	676
511	830
512	1006
513	1883
514	388
515	4360
516	460
517	480
518	480
519	71
520	382
521	0
522	574
523	453
524	4513
525	689
526	2284
527	94
528	400
529	14
530	5837
531	362
532	316
533	21
534	68
535	533
536	1196
537	8
538	2
539	327
540	357
541	442
542	307
543	335
544	292
545	136
546	489
547	4386
548	1338
549	189
550	6
551	8170
552	23
553	788
554	34
555	15
556	34
557	991
558	9
559	209
560	916
561	5
562	126
563	50
564	3276
565	48
566	650
567	307
568	173
569	205
570	196
571	451
572	207
573	222
574	402
575	13
576	6
577	282
578	669
579	366
580	627
581	461
582	461
583	628
584	461
585	461
586	232
587	7
588	461
589	461
590	461
591	12
592	8
593	461
594	461
595	11
596	489
597	483
598	650
599	212
600	214
601	805
602	805
603	2037
604	451
605	214
606	2273
607	471
608	548
609	1009
610	1497
611	292
612	125
613	505
614	461
615	205
616	461
617	472
618	461
619	2574
620	3702
621	403
622	118
623	614
624	650
625	15
626	1093
627	0
628	906
629	548
630	24350
631	694
632	24
633	323
634	397
635	151
636	1173
637	271
638	1093
639	416
640	352
641	2
642	1159
643	301
644	301
645	269
646	837
647	361
648	14
649	47
650	442
651	557
