416	1887658	450	361
417	1891369	871	494
418	1897773	176	100
419	1899088	243	214
420	1901106	50	45
421	1901530	755	585
422	1907639	161	139
423	1908994	1575	1107
424	1921229	58	54
425	1921736	587	485
426	1926394	46	46
427	1926776	992	738
428	1934560	407	297
429	1937781	37	30
430	1938083	7	7
431	1938141	36	33
432	1938450	54	51
433	1938925	8	7
434	1938993	19	15
435	1939151	129	97
436	1940157	6	4
437	1940202	117	115
438	1941202	856	598
439	1947764	16	16
440	1947903	852	584
441	1954541	63	63
442	1955088	1202	894
443	1964691	42	30
444	1965048	127	106
445	1966072	318	148
446	1968348	287	233
447	1970648	146	118
448	1971863	27	21
449	1972074	7	7
450	1972132	913	602
451	1979047	124	61
452	1979922	77	62
453	1980578	68	68
454	1981215	88	82
455	1982004	235	222
456	1984052	3153	924
457	2003379	97	58
458	2004081	1876	491
459	2014233	200	151
460	2015816	195	172
461	2017498	2053	472
462	2029895	611	287
463	2034232	44	29
464	2034598	436	282
465	2037856	955	632
466	2044992	127	76
467	2045982	966	358
468	2052094	122	116
469	2053153	85	79
470	2053879	173	130
471	2055243	714	490
472	2060820	859	512
473	2067326	339	255
474	2070160	371	309
475	2073277	28	27
476	2073515	7	7
477	2073576	164	113
478	2074876	161	160
479	2076246	306	280
480	2078877	517	307
481	2082724	122	119
482	2083784	26	23
483	2084003	25	23
484	2084215	41	37
485	2084573	11	7
486	2084652	81	52
487	2085321	564	459
488	2089935	431	308
489	2093394	30	29
490	2093658	208	156
491	2095396	348	266
492	2098287	132	91
493	2099354	17	16
494	2099499	31	30
495	2099779	388	270
496	2102788	429	376
497	2106357	58	49
498	2106844	234	165
499	2108724	258	214
500	2110848	27	23
501	2111070	678	485
502	2116550	12	10
503	2116648	28	26
504	2116900	358	271
505	2119772	623	541
506	2124964	454	379
507	2128777	404	316
508	2132087	583	460
509	2136756	622	384
510	2141500	540	427
511	2145890	650	164
512	2149963	814	493
513	2156056	137	123
514	2157207	62	54
515	2157714	348	109
516	2159902	866	449
517	2166210	345	224
518	2168656	46	34
519	2169050	192	135
520	2170618	2191	861
521	2184887	535	268
522	2188771	448	347
523	2192412	581	306
524	2196542	907	546
525	2203300	120	106
526	2204340	995	269
527	2210226	24	21
528	2210442	14	14
529	2210564	160	121
530	2211847	740	644
531	2217965	283	231
532	2220311	236	198
533	2222310	103	64
534	2223131	117	86
535	2224081	68	64
536	2224657	344	229
537	2227377	4725	653
538	2250631	801	707
539	2256922	41	37
540	2257273	119	78
541	2258176	194	156
542	2259794	516	336
543	2263814	412	347
544	2267203	700	492
545	2272646	28	28
546	2272890	122	100
547	2273913	227	184
548	2275772	266	178
549	2277795	6	6
550	2277849	176	126
551	2279230	55	51
552	2279693	488	437
553	2283852	936	767
554	2291421	78	56
555	2292053	211	190
556	2293827	178	122
557	2295264	59	56
558	2295775	121	108
559	2296810	112	105
560	2297789	639	440
561	2302791	25	24
562	2303008	11	11
563	2303104	43	29
564	2303440	38	22
565	2303736	167	134
566	2305045	30	28
567	2305319	156	100
568	2306537	601	427
569	2311344	377	338
570	2314550	24	23
571	2314761	855	697
572	2321655	302	181
573	2323999	24	22
574	2324204	261	128
575	2326087	26	8
576	2326248	139	134
577	2327455	946	696
578	2334945	5	5
579	2334988	25	13
580	2335175	2118	771
581	2348658	331	267
582	2351430	214	175
583	2353195	86	74
584	2353911	193	51
585	2355093	537	385
586	2359355	543	373
587	2363679	72	66
588	2364309	17	12
589	2364446	90	83
590	2365226	103	92
591	2366101	40	40
592	2366460	63	20
593	2366875	5	5
594	2366918	77	59
595	2367534	12	12
596	2367640	6	6
597	2367692	43	14
598	2367971	5	5
599	2368015	613	511
600	2373080	4	4
601	2373115	219	165
602	2374908	30	29
603	2375175	50	43
604	2375602	50	43
605	2376027	4	4
606	2376062	11	11
607	2376164	595	291
608	2380365	44	38
609	2380739	13	13
610	2380859	36	8
611	2381090	58	8
612	2381451	39	33
613	2381768	36	22
614	2382049	10	10
615	2382138	7	7
616	2382198	367	305
617	2385260	59	51
618	2385777	69	67
619	2386365	178	172
620	2387955	125	46
621	2388789	1092	399
622	2395779	731	353
623	2400796	62	12
624	2401190	536	397
625	2405563	85	84
626	2406325	212	66
627	2407630	130	87
628	2408647	162	133
629	2410037	195	129
630	2411537	92	60
631	2412274	563	377
632	2416595	10	8
633	2416673	15	13
634	2416801	39	9
635	2417051	4	4
636	2417086	4	4
637	2417121	100	89
638	2417986	68	66
639	2418580	100	46
640	2419294	297	273
641	2421821	714	480
642	2427270	156	146
643	2428616	221	202
644	2430508	339	215
645	2433138	684	381
646	2438049	394	276
647	2441060	277	84
648	2442850	731	505
649	2448617	29	27
650	2448870	128	51
651	2449789	100	90
652	2450630	25	24
653	2450848	1581	1116
654	2462464	347	210
655	2464939	1529	601
656	2475108	1188	945
657	2484561	738	636
658	2490743	164	69
659	2491927	34	29
660	2492218	50	23
661	2492567	508	404
662	2496593	177	72
663	2497878	4	4
664	2497914	64	34
665	2498371	24	21
666	2498588	73	61
667	2499222	21	21
668	2499405	122	87
669	2500380	226	183
670	2502275	803	521
671	2508261	3534	486
672	2527026	3	3
673	2527052	2	2
674	2527069	954	558
675	2534099	663	498
676	2539467	2	2
677	2539484	1390	811
678	2549826	195	177
679	2551494	750	382
680	2556807	34	34
681	2557111	86	67
682	2557827	385	346
683	2561021	269	240
684	2563347	487	389
685	2567097	13	13
686	2567212	4	4
687	2567249	472	317
688	2570918	436	327
689	2574486	2124	1090
690	2589466	1745	922
691	2601980	973	600
692	2609409	647	414
693	2614358	287	238
694	2616771	201	176
695	2618491	160	149
696	2619856	27	20
697	2620081	508	377
698	2624212	414	310
699	2627589	37	35
700	2627901	356	168
701	2630302	83	60
702	2630982	197	165
703	2632630	1147	701
704	2641099	174	148
705	2642577	106	90
706	2643497	17	17
707	2643639	236	211
708	2645630	205	151
709	2647295	940	583
710	2654524	43	39
711	2654890	23	21
712	2655091	116	65
713	2655954	139	121
714	2657160	91	47
715	2657794	1532	1103
716	2669541	4391	457
717	2692447	8	8
718	2692514	3	3
719	2692541	2	2
720	2692558	576	528
721	2697410	28	27
722	2697661	1025	649
723	2705561	308	134
724	2707724	13	11
725	2707831	79	59
726	2708463	45	25
727	2708790	83	74
728	2709478	172	153
729	2710946	138	122
730	2712117	342	218
731	2714809	198	141
732	2716377	245	183
733	2718337	104	96
734	2719201	125	96
735	2720239	141	63
736	2721273	1829	1023
737	2734496	641	447
738	2739602	407	332
739	2742982	60	50
740	2743495	38	37
741	2743810	515	347
742	2747799	1055	642
743	2755652	223	189
744	2757501	189	173
745	2759118	271	155
746	2761187	161	154
747	2762607	17	17
748	2762759	479	315
749	2766458	174	158
750	2767962	14	13
751	2768079	24	22
752	2768290	11	11
753	2768392	45	43
754	2768789	22	19
755	2768978	94	91
756	2769801	7	7
757	2769863	15	15
758	2769990	618	486
759	2774949	140	133
760	2776199	23	23
761	2776404	659	606
762	2781698	523	487
763	2785904	1461	769
764	2796102	1329	775
765	2805562	31	21
766	2805795	33	22
767	2806057	385	186
768	2808836	329	209
769	2811326	192	178
770	2812941	224	208
771	2814861	77	51
772	2815451	909	477
773	2821907	1606	836
774	2833474	412	333
775	2836745	565	413
776	2841190	939	737
777	2848525	569	533
778	2853310	466	444
779	2857243	393	355
780	2860521	101	92
781	2861375	94	87
782	2862171	36	34
783	2862476	408	338
784	2865768	1827	718
785	2877448	131	118
786	2878594	4	2
787	2878625	646	592
788	2884003	380	315
789	2887118	8	6
790	2887181	34	31
791	2887475	81	72
792	2888165	205	150
793	2889771	16	13
794	2889898	57	53
795	2890390	10	8
796	2890475	138	101
797	2891549	11	9
798	2891638	65	54
799	2892185	73	68
800	2892807	8	6
801	2892875	895	714
802	2899691	458	345
803	2903406	20	18
804	2903575	41	37
805	2903921	74	68
806	2904558	56	48
807	2905039	395	331
808	2908296	819	608
809	2914823	44	40
810	2915198	170	166
811	2916656	23	15
812	2916834	7	5
813	2916889	73	62
814	2917505	58	42
815	2917946	2	2
816	2917965	68	26
817	2918401	345	310
818	2921325	84	75
819	2922031	231	136
820	2923639	2	2
821	2923658	297	165
822	2925896	2	2
823	2925915	19	19
824	2926088	180	171
825	2927668	54	41
826	2928115	586	400
827	2932810	112	95
828	2933733	4	2
829	2933764	383	278
830	2936852	19	18
831	2937028	4	4
832	2937067	3	3
833	2937095	492	433
834	2941211	81	47
835	2941805	2	2
836	2941824	15	15
837	2941962	2	2
838	2941981	262	181
839	2944097	218	170
840	2945879	533	442
841	2950370	272	229
842	2952634	24	21
843	2952835	2	2
844	2952854	2	2
845	2952873	4	4
846	2952909	2	2
847	2952928	2	2
848	2952947	2	2
849	2952966	20	20
850	2953148	51	41
851	2953586	57	32
852	2954041	2	2
853	2954060	2	2
854	2954079	2	2
855	2954098	3	3
856	2954126	3	3
857	2954154	50	50
858	2954601	442	319
859	2957997	24	18
860	2958206	11	9
861	2958302	21	21
862	2958490	2	2
863	2958509	21	21
864	2958692	2	2
865	2958711	4	4
866	2958749	2	2
867	2958768	15	15
868	2958906	2	2
869	2958925	2	2
870	2958944	2	2
871	2958963	2	2
872	2958982	8	6
873	2959048	9	3
874	2959117	2	2
875	2959136	35	26
876	2959409	4	4
877	2959442	39	33
878	2959784	419	389
879	2963453	2	2
880	2963472	2	2
881	2963491	2	2
882	2963510	34	33
883	2963801	214	214
884	2965704	2	2
885	2965723	2	2
886	2965742	10	6
887	2965814	240	177
888	2967762	354	133
889	2970203	379	375
890	2972980	377	343
891	2975977	1004	199
892	2980992	400	293
893	2984107	991	759
894	2991758	171	75
895	2992961	2	2
896	2992977	16	10
897	2993100	173	139
898	2994538	73	65
899	2995143	682	463
900	3000392	14	12
901	3000522	187	148
902	3002104	5	4
903	3002146	586	509
904	3006851	212	203
905	3008637	467	360
906	3012356	918	398
907	3018768	6	6
908	3018817	172	135
909	3020261	80	54
910	3020893	139	126
911	3022099	23	23
912	3022302	37	35
913	3022620	18	18
914	3022779	15	13
915	3022904	29	26
916	3023158	44	37
917	3023515	132	123
918	3024613	2	2
919	3024629	249	122
920	3026396	22	22
921	3026591	1347	545
922	3035500	1307	1026
923	3045914	170	129
924	3047275	51	47
925	3047722	31	17
926	3047940	50	44
927	3048369	215	147
928	3050095	16	8
929	3050205	82	76
930	3050893	225	175
931	3052656	884	575
932	3059595	2	2
933	3059611	4	4
934	3059641	2	2
935	3059657	213	168
936	3061380	810	633
937	3067800	72	47
938	3068363	15	9
939	3068479	510	364
940	3072537	138	134
941	3073739	838	622
942	3080180	484	192
943	3083447	4	2
944	3083475	10	2
945	3083535	4511	878
946	3108641	318	100
947	3110618	15	15
948	3110764	262	169
949	3112810	4	4
950	3112848	14	13
951	3112977	27	20
952	3113193	190	128
953	3114666	3199	899
954	3133020	609	326
955	3137497	447	167
956	3140418	908	400
957	3146793	695	250
958	3151409	19	15
959	3151563	142	121
960	3152739	782	406
961	3158509	923	647
962	3165725	142	89
963	3166795	1222	620
964	3175508	542	384
965	3179745	365	252
966	3182604	597	343
967	3186975	819	498
968	3192987	281	225
969	3195340	61	51
970	3195868	387	271
971	3198979	127	80
972	3199954	448	365
973	3203493	55	53
974	3203981	184	161
975	3205548	138	114
976	3206702	535	473
977	3211136	350	224
978	3213804	72	59
979	3214408	1441	768
980	3224678	165	81
981	3225950	27	21
982	3226162	2379	975
983	3242092	298	249
984	3244545	9	9
985	3244622	6	4
986	3244670	25	20
987	3244891	147	125
988	3246139	227	211
989	3248040	753	588
990	3254143	274	133
991	3256093	109	92
992	3257021	699	462
993	3262238	359	199
994	3264824	68	64
995	3265418	356	60
996	3267621	26	25
997	3267847	253	210
998	3269964	97	88
999	3270795	43	37
1000	3271173	1125	664
1001	3279565	595	478
1002	3284471	599	259
1003	3288515	894	468
1004	3294997	150	114
1005	3296215	54	43
1006	3296673	921	391
1007	3302739	105	76
1008	3303589	989	746
1009	3311426	1273	735
1010	3320777	480	366
1011	3324610	440	394
1012	3328348	209	140
1013	3330025	77	57
1014	3330647	904	692
1015	3337895	364	294
1016	3340911	60	39
1017	3341400	507	388
1018	3345520	682	527
1019	3350836	773	485
1020	3356781	36	36
1021	3357097	1029	705
1022	3365145	24	21
1023	3365353	930	323
1024	3371552	18	18
1025	3371715	44	43
1026	3372096	220	152
1027	3373816	44	28
1028	3374179	246	228
1029	3376297	15	7
1030	3376403	72	62
1031	3377001	131	97
1032	3378052	1366	746
1033	3387481	15	7
1034	3387593	871	425
1035	3393827	15	13
1036	3393957	117	84
1037	3394932	529	462
1038	3399405	4	2
1039	3399436	248	191
1040	3401461	110	81
1041	3402361	154	129
1042	3403638	10	4
1043	3403707	7	7
1044	3403769	3	3
1045	3403797	389	279
1046	3406946	44	39
1047	3407338	158	147
1048	3408693	10	10
1049	3408782	86	78
1050	3409530	147	97
1051	3410689	548	426
1052	3415173	29	28
1053	3415429	124	30
1054	3416092	149	122
1055	3417330	272	156
1056	3419267	7	3
1057	3419317	127	127
1058	3420446	68	51
1059	3420989	18	6
1060	3421102	33	32
1061	3421397	512	417
1062	3425631	518	463
1063	3429836	130	122
1064	3430971	1051	785
1065	3439039	412	263
1066	3442208	4	4
1067	3442244	2	2
1068	3442263	31	19
1069	3442524	353	332
1070	3445585	1497	1109
1071	3457047	134	127
1072	3458197	121	113
1073	3459246	24	23
1074	3459455	495	453
1075	3463708	677	277
1076	3468304	410	290
1077	3471607	150	139
1078	3472922	327	116
1079	3475097	81	70
1080	3475785	151	131
1081	3477056	276	218
1082	3479304	33	26
1083	3479570	758	581
1084	3485569	18	18
1085	3485732	6	6
1086	3485788	52	45
1087	3486236	4	4
1088	3486275	454	372
1089	3489979	458	355
1090	3493746	422	358
1091	3497273	306	228
1092	3499781	190	175
1093	3501411	497	379
1094	3505447	416	344
1095	3508907	123	64
1096	3509847	208	75
1097	3511306	376	284
1098	3514411	40	32
1099	3514734	1568	498
1100	3524464	29	28
1101	3524724	721	223
1102	3529206	478	154
1103	3532435	318	196
1104	3534904	215	186
1105	3536717	276	242
1106	3539057	83	49
1107	3539715	78	75
1108	3540404	609	321
1109	3544826	152	125
1110	3546125	196	80
1111	3547496	14	12
1112	3547621	243	212
1113	3549670	232	186
1114	3551520	10	10
1115	3551613	108	103
1116	3552570	32	31
1117	3552857	32	31
1118	3553151	3	3
1119	3553179	2	2
1120	3553198	8	2
1121	3553249	2	2
1122	3553268	246	217
1123	3555384	116	95
1124	3556336	181	117
1125	3557742	189	171
1126	3559405	49	21
1127	3559768	3	3
1128	3559796	5	5
1129	3559840	5865	313
1130	3587282	174	117
1131	3588668	124	90
1132	3589646	11	11
1133	3589747	31	27
1134	3590017	34	34
1135	3590322	348	287
1136	3593208	136	88
1137	3594278	233	171
1138	3596206	393	343
1139	3599600	233	227
1140	3601641	3	3
1141	3601670	33	33
1142	3601965	1197	990
1143	3611684	509	394
1144	3615816	258	195
1145	3617846	46	39
1146	3618238	129	72
1147	3619220	1220	428
1148	3627170	76	69
1149	3627831	86	81
1150	3628572	172	142
1151	3630027	23	20
1152	3630227	7	7
1153	3630290	226	197
1154	3632219	644	582
1155	3637639	337	298
1156	3640504	11	11
1157	3640606	192	112
1158	3642075	181	117
1159	3643470	492	384
1160	3647489	6	6
1161	3647543	7	7
1162	3647606	588	460
1163	3652338	145	137
1164	3653615	495	348
1165	3657499	944	662
1166	3664946	148	128
1167	3666202	13	13
1168	3666322	473	343
1169	3670154	410	153
1170	3672824	38	30
1171	3673152	582	475
1172	3677877	270	215
1173	3680058	137	112
1174	3681212	231	166
1175	3683032	2	2
1176	3683051	333	206
1177	3685496	126	82
1178	3686451	17	15
1179	3686594	6	5
1180	3686641	118	94
1181	3687612	295	222
1182	3690016	5	5
1183	3690065	2	2
1184	3690084	294	214
1185	3692460	332	159
1186	3694793	913	517
1187	3701456	122	101
1188	3702506	46	43
1189	3702915	175	129
1190	3704270	339	204
1191	3706765	614	225
1192	3710838	36	32
1193	3711156	404	305
1194	3714407	62	44
1195	3714906	86	58
1196	3715578	111	95
1197	3716556	221	193
1198	3718453	390	335
1199	3721695	978	717
1200	3729457	685	292
1201	3734243	3	3
1202	3734272	205	180
1203	3736036	2	2
1204	3736055	872	423
1205	3742043	2	2
1206	3742062	2	2
1207	3742081	58	54
1208	3742587	2	2
1209	3742606	102	100
1210	3743498	53	53
1211	3743960	255	194
1212	3746046	43	42
1213	3746403	26	19
1214	3746620	588	500
1215	3751537	2	2
1216	3751556	912	816
1217	3758867	224	138
1218	3760564	851	273
1219	3766053	8	8
1220	3766124	208	96
1221	3767527	416	352
1222	3771026	179	171
1223	3772544	216	180
1224	3774360	18	13
1225	3774518	51	25
1226	3774884	1094	839
1227	3783523	73	72
1228	3784180	10	10
1229	3784272	249	220
1230	3786359	244	219
1231	3788435	146	130
1232	3789642	24	22
1233	3789850	4	4
1234	3789885	694	458
1235	3795107	893	767
1236	3802448	71	70
1237	3803079	15	14
1238	3803212	88	65
1239	3803946	2	2
1240	3803965	64	50
1241	3804498	64	58
1242	3805049	665	492
1243	3810400	21	19
1244	3810587	1078	538
1245	3818238	7	7
1246	3818301	3	3
1247	3818328	2	2
1248	3818347	2	2
1249	3818366	2	2
1250	3818385	95	83
1251	3819195	203	173
1252	3820854	507	330
1253	3824545	2871	340
1254	3839704	50	36
1255	3840111	339	230
1256	3842758	61	61
1257	3843298	696	507
1258	3848815	450	289
1259	3852238	1218	817
1260	3861632	42	41
1261	3862002	2	2
1262	3862021	1123	546
1263	3869809	28	28
1264	3870066	18	18
1265	3870225	87	70
1266	3870955	7	7
1267	3871020	279	166
1268	3873080	76	66
1269	3873740	509	249
1270	3877172	1068	414
1271	3884296	117	86
1272	3885250	280	209
1273	3887398	759	284
1274	3892243	72	60
1275	3892862	590	443
1276	3897391	1160	485
1277	3904391	1157	739
1278	3913103	1062	700
1279	3921275	51	49
1280	3921713	13	11
1281	3921822	247	191
1282	3923852	476	298
1283	3927218	187	128
1284	3928667	774	377
1285	3934054	690	506
1286	3939525	600	249
1287	3943420	162	106
1288	3944682	39	38
1289	3945026	96	65
1290	3945764	4	2
1291	3945793	144	143
1292	3946870	67	47
1293	3947412	558	274
1294	3951302	6	6
1295	3951358	69	47
1296	3951890	3	3
1297	3951921	32	28
1298	3952199	33	33
1299	3952495	1382	740
1300	3962487	176	75
1301	3963770	9	9
1302	3963856	12	12
1303	3963967	238	78
1304	3965622	304	181
1305	3967895	114	113
1306	3968911	412	111
1307	3971554	17	17
1308	3971699	120	52
1309	3972592	679	78
1310	3976517	277	108
1311	3978453	29	17
1312	3978672	146	68
1313	3979737	204	95
1314	3981217	87	56
1315	3981919	111	77
1316	3982806	249	84
1317	3984478	137	67
1318	3985497	45	36
1319	3985855	589	286
1320	3990036	314	159
1321	3992278	103	76
1322	3993138	325	93
1323	3995235	466	83
1324	3998068	19	18
1325	3998234	76	55
1326	3998853	799	173
1327	4003815	130	61
1328	4004786	46	27
1329	4005155	6040	1198
1330	4038961	141	138
1331	4040183	41	39
1332	4040540	85	71
1333	4041274	14	14
1334	4041396	87	78
1335	4042155	22	22
1336	4042353	243	183
1337	4044333	40	40
1338	4044680	53	53
1339	4045123	382	303
1340	4048230	2	2
1341	4048251	90	78
1342	4049034	474	256
1343	4052591	105	72
1344	4053428	79	63
1345	4054078	1091	640
1346	4061990	271	207
1347	4064214	25	20
1348	4064422	71	71
1349	4065061	141	97
1350	4066102	12	12
1351	4066212	184	155
1352	4067744	6	6
1353	4067801	24	23
1354	4068018	247	206
1355	4070074	111	99
1356	4071041	117	102
1357	4072034	1823	405
1358	4082483	617	469
1359	4087412	70	53
1360	4088009	175	121
1361	4089423	2	2
1362	4089444	2269	471
1363	4102964	952	754
1364	4110406	319	189
1365	4112828	40	36
1366	4113172	907	307
1367	4118877	7	7
